Ygrowth,Igrowth,Cgrowth,N,wgrowth,RB,pi,sigma2,TOP10Wshare,TOP10Ishare,tauprog
0.010859233902659558,0.03361155500871593,0.013346281721121761,0.009161587787346548,0.0032765425272197803,-0.008917046071019629,-0.005099453531913189,NaN,0.0033817431199866244,-0.0695375760469108,-0.04280093439194932
0.02116685578488978,0.08584483271001897,0.014658650727236738,0.02225358147229084,-0.0016551446096000153,-0.00902510700086444,-0.0031304856421748625,NaN,NaN,NaN,NaN
0.012022455321775514,0.04958212457491751,0.011398909132458362,0.03242060985028772,0.00023116652504308853,-0.008136029713062976,-0.0037348425687134586,NaN,NaN,NaN,NaN
0.004142417383973171,0.005772431773199752,0.00473854511391672,0.03994505046754959,0.006839221134658199,-0.00774575016000308,-0.0008543925334171028,NaN,NaN,NaN,NaN
-0.00016552953247325492,0.013402961597894784,0.004841486084521313,0.04894366717952181,-0.004825543748613751,-0.006650459798588143,0.002037842236025567,NaN,0.009120850918729329,-0.04890694473772195,0.025505694490028485
-0.01169365678842146,-0.03849935287137907,-0.006071333806157847,0.052059625331816406,0.001552257770092066,-0.005614357770046754,0.002154311252496344,NaN,NaN,NaN,NaN
-0.002373200682513979,-0.01747612039837509,-0.004402338418887902,0.05119830563190586,0.009362402565716096,-0.005299595413025502,-0.00195393736600411,NaN,NaN,NaN,NaN
-0.009735544546260879,-0.018597369276036165,-0.0054880785695981815,0.04407524591528933,-0.0011074805765520588,-0.004777970747395425,0.004647095501121213,NaN,NaN,NaN,NaN
0.004711191967736869,-0.01900102265053238,0.005929543267037124,0.046507797713081445,0.008833693109183157,-0.004488296794092881,-0.0037920824301628017,NaN,0.013951424609674301,-0.07679004856099958,-0.014487294545448393
-0.0014995322258529427,-0.025293639118209473,-0.0008845314060540177,0.04435169227760216,-0.0032608610268647174,-0.004198706727490574,0.005813152233644337,NaN,NaN,NaN,NaN
-0.00809322611497917,-0.010768181881879887,-0.006132408643885506,0.03905901394918221,-0.0008208845541501728,-0.0041821612563991625,-0.0008694991523124692,NaN,NaN,NaN,NaN
0.0025517103716505033,0.012925717989120681,-2.2944941854008416e-6,0.031035444108269417,0.0032428506148321126,-0.004016721600136321,-0.0018622935387194502,NaN,NaN,NaN,NaN
-0.016726428112595695,-0.08979143199910222,-0.007519695285287037,0.00695340410713996,0.008851528525282945,-0.0034378982491263983,-0.007146598570340812,NaN,0.01992072238129211,-0.07819080519849764,-0.051973384990569915
-0.029094932217075122,-0.07968215339270923,-0.0218456881890777,-0.01893405092007061,-0.014680942123028265,-0.003388300404969305,0.0029828419506300555,NaN,NaN,NaN,NaN
0.0002684602040356225,-0.030170546377237702,0.00022331297462976907,-0.0370127958084554,0.0022569325806176734,-0.006841219562126794,-0.004955544704703252,NaN,NaN,NaN,NaN
0.014420697273659275,0.06405457566007922,0.008443568421574815,-0.028426593377747444,0.012886327509469738,-0.009141493370489166,-0.0017170866549836902,NaN,NaN,NaN,NaN
0.01768316972753384,0.07189899517291476,0.0054660058356134356,-0.01693623077312445,-0.00449717465215547,-0.008185863600116583,-0.0030700013109722143,NaN,0.018322697780307817,-0.08268645761430138,-0.034820162321150594
0.009785483797931125,0.0431439480355964,0.010149409582322383,-0.0011222746938219785,0.003604139797632874,-0.006094975621821523,-0.0055198962623167255,NaN,NaN,NaN,NaN
0.017033322779657443,0.06492947703231788,0.007215018053941341,0.014219527563287038,0.0029910543963137717,-0.005084288765843337,-0.00624632768228559,NaN,NaN,NaN,NaN
-0.01085906958951929,-0.07673592883147773,0.0022755627461158723,0.007856883999553865,-0.001994429250983901,-0.003809960511836379,-0.003959651402559361,NaN,NaN,NaN,NaN
-0.0038100998725750486,0.02203069103105282,-0.007027577609775543,0.004682021722576479,0.0016097520808143941,-0.0025868097547899916,-0.003909431636658,NaN,0.02859255010242362,-0.07009359496587853,-0.01056494584037626
0.010362534054213644,0.0857312360561524,0.001394364989803526,0.007472262424764509,0.013403642175076077,-0.0015631583672643234,-0.00385985732749714,NaN,NaN,NaN,NaN
-0.01427070267045968,-0.10786219314435552,0.004328830634650421,0.00563608472332966,3.3502466603182665e-5,-0.00170343570404035,-0.005296862890261744,NaN,NaN,NaN,NaN
-0.005275289310144285,-0.0126360462562447,-0.01218760923212478,-0.003479857275932474,-0.0013484907514126152,-0.002289512678498999,-0.004400751901213562,NaN,NaN,NaN,NaN
-0.023121482482728464,-0.12752892727778242,-0.006947193265277457,-0.01619957685044149,-0.002692845782904166,-0.004173888623509775,-0.004862010818159268,NaN,0.032327113477662706,-0.08296810808792787,-0.19369403887314096
-0.0011413778455840714,0.015510575874643887,-0.00862023147188537,-0.02552722031539556,0.0027625709249696952,-0.0057634903160155805,-0.005639678881988663,NaN,NaN,NaN,NaN
0.011250207383752073,0.05759602159031996,0.006508315714779306,-0.031403179166640705,0.00777212552653341,-0.0064929030882122365,-0.005516510925066198,NaN,NaN,NaN,NaN
0.011751420291812895,0.06469915685387395,-0.0034859019052731754,-0.02911772215118802,0.001046257535355274,-0.007164764958782919,-0.0052666121936065565,NaN,NaN,NaN,NaN
0.011438181358537722,0.006208465127367727,0.011655449880385055,-0.020162472018254718,0.00028254862150891256,-0.007289233375082947,-0.004700622351163952,NaN,0.03533334292658902,-0.07987430727961153,-0.10413880529709374
0.01082648979638515,0.04230437265510201,0.0022003922206565163,-0.020127044464793187,0.00678954518741672,-0.005506664761289908,-0.0026837324040041906,NaN,NaN,NaN,NaN
-0.00022636793264871075,-0.018129836786740402,0.0038671708802255067,-0.011979377855040774,0.0011772388579253303,-0.005365852939490628,-0.006177951082801813,NaN,NaN,NaN,NaN
0.004808649223174174,0.0065851519850364006,-0.0003960995862342942,-0.01770893493075576,0.0011083949160831854,-0.004993211445274992,-0.0057393278653890874,NaN,NaN,NaN,NaN
-0.0025504928476406093,-0.03996421614847723,0.0056824954873619105,-0.027580183934420965,0.002980935777754287,-0.004397273736234597,-0.005743654484521387,NaN,0.04217097640419315,-0.06482385596452422,-0.14350259528687914
0.0015267112983400636,0.040997767504708627,-0.0014645844948596165,-0.02533203011005636,0.001733513024541963,-0.004206979565694642,-0.003490767393639826,NaN,NaN,NaN,NaN
0.0006103359450909977,0.00543404763655975,0.0008959279331083592,-0.022708415253641867,-0.0004927961610140339,-0.004099438006982872,-0.00606946355636615,NaN,NaN,NaN,NaN
0.01546325482632108,0.020000703274777546,0.005012677747231825,-0.023790373150473165,0.005004616560597938,-0.004107710023990241,-0.006509495428899869,NaN,NaN,NaN,NaN
-0.0033536760323945288,0.0016779785484386557,-0.00020787414109299518,-0.0198377376164105,-0.0006821095136777342,-0.003198198121103146,0.00026257379967566975,NaN,0.04146090039622791,-0.05272582553818239,-0.08221012575973408
0.010618300653970767,0.02636504403108209,0.010932112879574879,-0.0031618370372212823,-0.01020192360873993,-0.002892457213480488,-0.004667845668847237,NaN,NaN,NaN,NaN
0.004141186059227894,-0.014051927162399554,0.009011761622149811,-0.00261981080922169,0.004898784827680266,-0.0028676715065700416,-0.005539776165558985,NaN,NaN,NaN,NaN
